Ticket_ID,Date_Ouverture,Date_Fermeture,Département,Catégorie,Sous_Catégorie,Priorité,Technicien,Canal,Temps_Resolution_h,SLA,Satisfaction,Jour_Semaine,Heure_Ouverture,Mois,SLA_Binaire
HD011744,2025-09-18 21:51:44.625164,2025-09-19 07:51:04.671932,IT,Réseau,WiFi,Faible,TECH_03,Email,9.99,Dépassé,2,Thursday,21,9,0
HD011745,2025-02-10 07:45:39.832610,2025-02-10 09:19:13.310395,Achats,Réseau,VPN,Faible,TECH_06,Email,1.56,Respecté,5,Monday,7,2,1
HD011746,2026-01-05 09:36:03.831712,2026-01-05 13:29:02.417708,Direction,Messagerie,Exchange,Moyenne,TECH_09,Email,3.88,Respecté,4,Monday,9,1,1
HD011747,2025-02-05 09:01:46.628643,2025-02-05 23:00:42.304235,Production,Sécurité,Phishing,Faible,TECH_05,Téléphone,13.98,Dépassé,2,Wednesday,9,2,0
HD011748,2025-04-23 08:35:47.839541,2025-04-23 13:24:51.380195,IT,Logiciel,ERP,Moyenne,TECH_10,Email,4.82,Respecté,3,Wednesday,8,4,1
HD011749,2025-07-25 14:05:08.807685,2025-07-25 15:51:26.311124,Direction,Active Directory,Compte verrouillé,Moyenne,TECH_01,Portail,1.77,Respecté,5,Friday,14,7,1
HD011750,2025-11-30 06:06:31.023842,2025-11-30 20:31:06.393634,Direction,Sécurité,Antivirus,Faible,TECH_09,Portail,14.41,Dépassé,2,Sunday,6,11,0
HD011751,2025-11-14 14:36:08.948690,2025-11-14 15:50:46.195728,Finance,Active Directory,Mot de passe,Faible,TECH_03,Portail,1.24,Respecté,4,Friday,14,11,1
HD011752,2025-09-23 14:09:57.534683,2025-09-23 17:15:10.665456,Juridique,Active Directory,Compte verrouillé,Haute,TECH_10,Téléphone,3.09,Respecté,4,Tuesday,14,9,1
HD011753,2025-10-07 23:46:53.323764,2025-10-08 12:17:02.810167,Juridique,Réseau,DNS,Faible,TECH_10,Portail,12.5,Dépassé,2,Tuesday,23,10,0
HD011754,2025-06-13 13:41:46.230999,2025-06-13 17:59:09.997640,IT,Matériel,Imprimante,Faible,TECH_06,Portail,4.29,Respecté,4,Friday,13,6,1
HD011755,2025-08-21 01:51:22.407191,2025-08-21 08:15:52.753044,RH,Logiciel,Office,Moyenne,TECH_02,Téléphone,6.41,Respecté,3,Thursday,1,8,1
HD011756,2025-04-01 07:56:22.806062,2025-04-01 20:41:25.445966,Direction,Sécurité,Phishing,Faible,TECH_05,Portail,12.75,Dépassé,3,Tuesday,7,4,0
HD011757,2025-09-02 18:38:11.994975,2025-09-03 04:50:20.209681,RH,Sécurité,Phishing,Haute,TECH_02,Email,10.2,Dépassé,3,Tuesday,18,9,0
HD011758,2026-03-27 21:22:59.202971,2026-03-28 02:24:48.146727,IT,Matériel,Écran,Faible,TECH_04,Téléphone,5.03,Respecté,4,Friday,21,3,1
HD011759,2025-02-02 09:26:35.013425,2025-02-02 17:21:40.698575,RH,Réseau,Switch,Faible,TECH_01,Email,7.92,Respecté,3,Sunday,9,2,1
HD011760,2025-03-20 09:04:51.541062,2025-03-20 17:45:54.820238,Direction,Matériel,Écran,Faible,TECH_09,Téléphone,8.68,Dépassé,4,Thursday,9,3,0
HD011761,2026-06-08 10:09:57.965100,2026-06-08 13:41:05.633247,RH,Messagerie,Outlook,Faible,TECH_09,Téléphone,3.52,Respecté,5,Monday,10,6,1
HD011762,2026-02-07 01:26:07.630503,2026-02-07 08:36:13.787487,Direction,Réseau,Switch,Faible,TECH_05,Email,7.17,Respecté,4,Saturday,1,2,1
HD011763,2025-06-16 20:01:53.306845,2025-06-16 22:55:39.267880,Juridique,Active Directory,Compte verrouillé,Faible,TECH_02,Téléphone,2.9,Respecté,5,Monday,20,6,1
HD011764,2025-07-04 16:06:16.849050,2025-07-04 20:03:16.621396,RH,Réseau,Switch,Faible,TECH_10,Téléphone,3.95,Respecté,5,Friday,16,7,1
HD011765,2026-01-14 10:59:46.599008,2026-01-14 11:31:47.040220,IT,Messagerie,Exchange,Moyenne,TECH_06,Téléphone,0.53,Respecté,5,Wednesday,10,1,1
HD011766,2025-09-16 18:26:40.418415,2025-09-16 22:46:39.444127,Production,Messagerie,Outlook,Moyenne,TECH_02,Email,4.33,Respecté,4,Tuesday,18,9,1
HD011767,2025-03-02 19:22:24.368440,2025-03-03 00:20:41.732365,Production,Logiciel,ERP,Faible,TECH_03,Portail,4.97,Respecté,4,Sunday,19,3,1
HD011768,2025-02-08 21:59:18.581646,2025-02-08 23:45:57.555525,Achats,Messagerie,Outlook,Faible,TECH_04,Portail,1.78,Respecté,5,Saturday,21,2,1
HD011769,2025-05-31 09:53:53.062905,2025-05-31 16:47:22.796597,Juridique,Messagerie,Exchange,Moyenne,TECH_07,Téléphone,6.89,Respecté,4,Saturday,9,5,1
HD011770,2025-06-30 18:32:11.733546,2025-06-30 21:22:04.257528,RH,Active Directory,Compte verrouillé,Faible,TECH_02,Email,2.83,Respecté,4,Monday,18,6,1
HD011771,2025-04-02 01:21:44.743150,2025-04-02 07:50:37.348194,IT,Messagerie,Outlook,Faible,TECH_03,Portail,6.48,Respecté,4,Wednesday,1,4,1
HD011772,2025-12-01 20:13:41.318912,2025-12-02 00:08:54.564549,RH,Active Directory,Compte verrouillé,Haute,TECH_02,Email,3.92,Respecté,4,Monday,20,12,1
HD011773,2025-12-10 23:04:59.263654,2025-12-11 01:49:05.441064,Juridique,Réseau,VPN,Moyenne,TECH_09,Téléphone,2.74,Respecté,4,Wednesday,23,12,1
HD011774,2025-06-11 23:35:46.504344,2025-06-12 02:16:07.166370,RH,Active Directory,Mot de passe,Moyenne,TECH_06,Email,2.67,Respecté,5,Wednesday,23,6,1
HD011775,2025-07-17 18:55:52.334163,2025-07-18 02:06:20.781969,RH,Messagerie,Outlook,Moyenne,TECH_10,Email,7.17,Respecté,3,Thursday,18,7,1
HD011776,2025-07-29 05:22:01.598680,2025-07-29 08:33:41.120734,Finance,Messagerie,Exchange,Moyenne,TECH_10,Portail,3.19,Respecté,3,Tuesday,5,7,1
HD011777,2026-04-22 08:29:34.111932,2026-04-22 09:58:22.406392,RH,Active Directory,Mot de passe,Faible,TECH_08,Email,1.48,Respecté,5,Wednesday,8,4,1
HD011778,2025-02-15 18:20:57.308104,2025-02-15 20:05:59.949999,RH,Messagerie,Exchange,Moyenne,TECH_10,Email,1.75,Respecté,4,Saturday,18,2,1
HD011779,2025-04-06 14:48:42.623986,2025-04-07 03:40:50.980925,Production,Sécurité,Phishing,Faible,TECH_04,Téléphone,12.87,Dépassé,3,Sunday,14,4,0
HD011780,2026-05-30 05:37:34.227442,2026-05-31 01:29:12.501498,Production,Sécurité,Phishing,Haute,TECH_04,Email,19.86,Dépassé,1,Saturday,5,5,0
HD011781,2025-09-29 16:26:26.824167,2025-09-29 23:32:57.756418,Finance,Messagerie,Exchange,Moyenne,TECH_02,Téléphone,7.11,Respecté,3,Monday,16,9,1
HD011782,2025-08-08 18:31:52.233398,2025-08-09 04:14:01.964668,Juridique,Logiciel,ERP,Critique,TECH_04,Téléphone,9.7,Dépassé,3,Friday,18,8,0
HD011783,2026-02-07 13:38:49.904094,2026-02-08 06:22:15.010979,IT,Sécurité,Phishing,Moyenne,TECH_10,Téléphone,16.72,Dépassé,2,Saturday,13,2,0
HD011784,2026-06-13 08:51:29.214199,2026-06-13 12:24:36.904749,Finance,Active Directory,Mot de passe,Moyenne,TECH_08,Téléphone,3.55,Respecté,4,Saturday,8,6,1
HD011785,2025-01-13 19:24:45.027928,2025-01-14 13:08:57.977455,Finance,Sécurité,Phishing,Haute,TECH_05,Portail,17.74,Dépassé,1,Monday,19,1,0
HD011786,2025-10-27 00:18:15.337909,2025-10-27 05:37:14.259115,Juridique,Messagerie,Exchange,Faible,TECH_09,Email,5.32,Respecté,4,Monday,0,10,1
HD011787,2025-06-22 14:18:40.725362,2025-06-22 17:56:01.859237,IT,Active Directory,Compte verrouillé,Moyenne,TECH_08,Email,3.62,Respecté,5,Sunday,14,6,1
HD011788,2026-03-22 01:02:43.999557,2026-03-22 10:19:52.330253,RH,Réseau,Switch,Haute,TECH_09,Téléphone,9.29,Dépassé,3,Sunday,1,3,0
HD011789,2025-04-09 23:16:57.614047,2025-04-10 02:14:34.829832,RH,Logiciel,ERP,Haute,TECH_07,Portail,2.96,Respecté,4,Wednesday,23,4,1
HD011790,2026-06-28 01:59:09.287566,2026-06-28 08:14:09.904769,Achats,Réseau,VPN,Moyenne,TECH_04,Téléphone,6.25,Respecté,4,Sunday,1,6,1
HD011791,2026-03-09 16:20:11.563135,2026-03-09 20:56:40.288838,IT,Logiciel,SAP,Moyenne,TECH_10,Téléphone,4.61,Respecté,4,Monday,16,3,1
HD011792,2025-11-23 11:58:54.083073,2025-11-23 21:46:28.525856,Production,Réseau,Switch,Faible,TECH_09,Téléphone,9.79,Dépassé,4,Sunday,11,11,0
HD011793,2025-06-12 11:38:33.851240,2025-06-12 19:41:52.350045,Direction,Sécurité,Phishing,Faible,TECH_02,Portail,8.06,Dépassé,3,Thursday,11,6,0
HD011794,2025-01-07 11:40:59.336763,2025-01-07 12:10:59.336763,Finance,Active Directory,Mot de passe,Moyenne,TECH_06,Email,0.5,Respecté,5,Tuesday,11,1,1
HD011795,2025-03-10 07:20:25.677111,2025-03-10 20:25:52.459882,Achats,Sécurité,Phishing,Faible,TECH_10,Portail,13.09,Dépassé,3,Monday,7,3,0
HD011796,2026-03-09 09:54:29.467448,2026-03-09 18:25:18.821575,Achats,Matériel,Imprimante,Moyenne,TECH_03,Téléphone,8.51,Dépassé,4,Monday,9,3,0
HD011797,2026-02-03 05:46:04.559628,2026-02-03 08:36:12.676967,Direction,Active Directory,Mot de passe,Faible,TECH_08,Email,2.84,Respecté,5,Tuesday,5,2,1
HD011798,2025-10-18 05:15:59.843959,2025-10-18 20:45:14.135501,IT,Réseau,DNS,Moyenne,TECH_03,Portail,15.49,Dépassé,3,Saturday,5,10,0
HD011799,2025-11-13 06:10:04.490394,2025-11-13 19:16:23.758320,Achats,Réseau,Switch,Haute,TECH_10,Email,13.11,Dépassé,2,Thursday,6,11,0
HD011800,2026-02-07 11:16:40.404455,2026-02-07 14:07:36.416475,Finance,Active Directory,Compte verrouillé,Moyenne,TECH_01,Portail,2.85,Respecté,4,Saturday,11,2,1
HD011801,2025-02-23 04:15:21.648346,2025-02-23 08:52:30.682854,Direction,Logiciel,ERP,Haute,TECH_02,Téléphone,4.62,Respecté,3,Sunday,4,2,1
HD011802,2025-04-04 19:05:09.036345,2025-04-05 01:52:27.629195,Direction,Logiciel,ERP,Moyenne,TECH_01,Portail,6.79,Respecté,4,Friday,19,4,1
HD011803,2025-10-14 09:19:47.464214,2025-10-14 09:49:47.464214,IT,Active Directory,Compte verrouillé,Faible,TECH_01,Téléphone,0.5,Respecté,5,Tuesday,9,10,1
HD011804,2025-01-01 02:10:41.825064,2025-01-01 07:54:06.029779,Production,Messagerie,Outlook,Faible,TECH_01,Portail,5.72,Respecté,4,Wednesday,2,1,1
HD011805,2025-07-03 13:39:17.845186,2025-07-03 20:13:16.533396,Production,Matériel,Écran,Faible,TECH_02,Email,6.57,Respecté,4,Thursday,13,7,1
HD011806,2025-01-16 04:44:45.463107,2025-01-16 07:22:08.569047,Production,Active Directory,Compte verrouillé,Faible,TECH_09,Téléphone,2.62,Respecté,4,Thursday,4,1,1
HD011807,2026-05-08 21:46:38.115566,2026-05-09 04:01:40.810208,Finance,Matériel,PC,Faible,TECH_03,Portail,6.25,Respecté,4,Friday,21,5,1
HD011808,2025-05-19 06:56:20.221945,2025-05-19 20:04:28.893820,Direction,Sécurité,Phishing,Moyenne,TECH_06,Email,13.14,Dépassé,2,Monday,6,5,0
HD011809,2025-01-01 18:45:30.747477,2025-01-02 04:30:42.387408,Achats,Matériel,Écran,Faible,TECH_01,Portail,9.75,Dépassé,3,Wednesday,18,1,0
HD011810,2025-09-28 02:13:53.644301,2025-09-28 05:19:52.635747,Juridique,Active Directory,Compte verrouillé,Faible,TECH_01,Email,3.1,Respecté,4,Sunday,2,9,1
HD011811,2026-03-24 14:36:46.991644,2026-03-24 19:22:36.040898,Production,Matériel,Imprimante,Haute,TECH_02,Téléphone,4.76,Respecté,4,Tuesday,14,3,1
HD011812,2025-03-21 14:28:59.444896,2025-03-21 18:51:48.595364,RH,Active Directory,Compte verrouillé,Moyenne,TECH_01,Portail,4.38,Respecté,5,Friday,14,3,1
HD011813,2026-01-09 19:35:14.780256,2026-01-10 00:24:01.878239,Direction,Messagerie,Outlook,Moyenne,TECH_06,Email,4.81,Respecté,4,Friday,19,1,1
HD011814,2025-09-29 14:42:27.996379,2025-09-29 18:28:19.000451,Direction,Active Directory,Compte verrouillé,Moyenne,TECH_03,Portail,3.76,Respecté,5,Monday,14,9,1
HD011815,2025-01-20 10:46:27.780015,2025-01-20 18:46:05.231760,Direction,Matériel,Imprimante,Faible,TECH_03,Email,7.99,Respecté,4,Monday,10,1,1
HD011816,2026-04-10 01:17:44.721379,2026-04-10 13:26:35.104314,Finance,Sécurité,Phishing,Moyenne,TECH_04,Portail,12.15,Dépassé,2,Friday,1,4,0
HD011817,2025-06-28 04:46:05.627224,2025-06-28 18:40:23.349315,Production,Sécurité,Phishing,Haute,TECH_09,Email,13.9,Dépassé,2,Saturday,4,6,0
HD011818,2025-12-23 16:45:02.243618,2025-12-23 21:28:19.944834,Production,Logiciel,Office,Moyenne,TECH_02,Email,4.72,Respecté,3,Tuesday,16,12,1
HD011819,2025-07-19 22:00:06.086805,2025-07-20 01:50:55.174023,Production,Logiciel,Office,Faible,TECH_01,Email,3.85,Respecté,5,Saturday,22,7,1
HD011820,2025-07-28 07:00:50.839137,2025-07-28 12:48:31.735568,Finance,Matériel,PC,Moyenne,TECH_08,Portail,5.79,Respecté,5,Monday,7,7,1
HD011821,2025-12-31 13:02:17.551656,2025-12-31 16:06:54.113394,Finance,Messagerie,Exchange,Moyenne,TECH_05,Téléphone,3.08,Respecté,4,Wednesday,13,12,1
HD011822,2025-04-02 10:01:15.651496,2025-04-03 00:35:33.347317,RH,Sécurité,Antivirus,Faible,TECH_05,Téléphone,14.57,Dépassé,2,Wednesday,10,4,0
HD011823,2026-07-01 16:52:51.792490,2026-07-02 01:38:12.527991,Direction,Réseau,DNS,Faible,TECH_05,Téléphone,8.76,Dépassé,3,Wednesday,16,7,0
HD011824,2026-01-02 20:30:03.581388,2026-01-03 00:43:57.927141,Juridique,Active Directory,Mot de passe,Faible,TECH_09,Téléphone,4.23,Respecté,4,Friday,20,1,1
HD011825,2025-05-08 00:20:41.864614,2025-05-08 06:18:03.658557,Production,Logiciel,SAP,Faible,TECH_09,Portail,5.96,Respecté,4,Thursday,0,5,1
HD011826,2025-02-17 05:36:39.337152,2025-02-17 19:15:02.663479,Finance,Sécurité,Phishing,Faible,TECH_03,Téléphone,13.64,Dépassé,2,Monday,5,2,0
HD011827,2025-02-08 01:44:22.735722,2025-02-08 09:48:00.362776,RH,Logiciel,Office,Faible,TECH_01,Portail,8.06,Dépassé,4,Saturday,1,2,0
HD011828,2025-02-15 19:33:21.952861,2025-02-16 02:04:28.945774,Production,Logiciel,SAP,Moyenne,TECH_06,Email,6.52,Respecté,4,Saturday,19,2,1
HD011829,2025-08-27 21:28:04.857409,2025-08-28 07:27:33.027849,Direction,Matériel,Imprimante,Moyenne,TECH_05,Portail,9.99,Dépassé,3,Wednesday,21,8,0
HD011830,2026-02-23 20:03:07.726100,2026-02-23 23:29:27.990356,RH,Matériel,Écran,Moyenne,TECH_10,Téléphone,3.44,Respecté,4,Monday,20,2,1
HD011831,2026-05-22 14:06:03.299576,2026-05-22 21:31:38.113477,Achats,Logiciel,ERP,Critique,TECH_01,Portail,7.43,Respecté,4,Friday,14,5,1
HD011832,2025-02-05 21:22:42.374371,2025-02-06 04:54:47.619687,Juridique,Matériel,Imprimante,Faible,TECH_06,Email,7.53,Respecté,3,Wednesday,21,2,1
HD011833,2025-10-23 19:58:23.346109,2025-10-24 02:00:45.558189,Juridique,Matériel,Imprimante,Faible,TECH_10,Portail,6.04,Respecté,4,Thursday,19,10,1
HD011834,2025-01-07 09:20:08.779238,2025-01-07 14:49:47.642378,Production,Matériel,Imprimante,Faible,TECH_10,Portail,5.49,Respecté,5,Tuesday,9,1,1
HD011835,2026-03-30 07:58:23.178993,2026-03-30 18:53:39.473819,Achats,Sécurité,Antivirus,Faible,TECH_07,Email,10.92,Dépassé,2,Monday,7,3,0
HD011836,2026-04-19 01:15:37.446970,2026-04-19 19:52:46.635733,Finance,Réseau,DNS,Faible,TECH_07,Téléphone,18.62,Dépassé,1,Sunday,1,4,0
HD011837,2025-01-12 14:44:47.513940,2025-01-12 15:14:47.513940,Finance,Réseau,DNS,Moyenne,TECH_10,Email,0.5,Respecté,5,Sunday,14,1,1
HD011838,2026-02-01 03:38:04.755486,2026-02-01 07:39:57.320763,Finance,Matériel,Imprimante,Faible,TECH_03,Téléphone,4.03,Respecté,3,Sunday,3,2,1
HD011839,2026-04-26 00:32:00.321233,2026-04-26 04:45:32.941626,Direction,Logiciel,ERP,Haute,TECH_07,Portail,4.23,Respecté,3,Sunday,0,4,1
HD011840,2025-01-16 18:36:36.598393,2025-01-16 21:51:27.629527,Finance,Messagerie,Exchange,Moyenne,TECH_08,Téléphone,3.25,Respecté,4,Thursday,18,1,1
HD011841,2025-01-11 14:43:33.861777,2025-01-11 20:19:52.506502,Juridique,Logiciel,SAP,Moyenne,TECH_09,Portail,5.61,Respecté,4,Saturday,14,1,1
HD011842,2025-03-04 05:25:46.399149,2025-03-04 21:29:33.103708,Achats,Sécurité,Phishing,Faible,TECH_01,Téléphone,16.06,Dépassé,2,Tuesday,5,3,0
HD011843,2025-05-28 06:47:45.539581,2025-05-28 21:43:04.235096,Juridique,Réseau,Switch,Moyenne,TECH_09,Téléphone,14.92,Dépassé,2,Wednesday,6,5,0
HD011844,2026-04-19 16:18:05.191002,2026-04-19 19:47:10.219922,RH,Logiciel,Office,Moyenne,TECH_09,Téléphone,3.48,Respecté,4,Sunday,16,4,1
HD011845,2025-06-01 06:21:31.027970,2025-06-01 21:28:04.689274,IT,Sécurité,Antivirus,Faible,TECH_08,Email,15.11,Dépassé,2,Sunday,6,6,0
HD011846,2025-10-31 18:54:15.600398,2025-10-31 22:02:32.522008,Finance,Réseau,DNS,Moyenne,TECH_03,Portail,3.14,Respecté,4,Friday,18,10,1
HD011847,2025-05-15 02:32:44.691560,2025-05-15 09:25:44.036047,Direction,Logiciel,Office,Faible,TECH_05,Portail,6.88,Respecté,4,Thursday,2,5,1
HD011848,2025-04-28 04:49:42.811465,2025-04-28 09:37:25.469412,IT,Active Directory,Mot de passe,Faible,TECH_07,Email,4.8,Respecté,4,Monday,4,4,1
HD011849,2025-02-19 10:36:42.211189,2025-02-20 05:07:09.949790,IT,Sécurité,Antivirus,Faible,TECH_04,Téléphone,18.51,Dépassé,1,Wednesday,10,2,0
HD011850,2025-03-26 15:40:52.509818,2025-03-26 21:53:56.665469,RH,Sécurité,Phishing,Moyenne,TECH_02,Portail,6.22,Respecté,4,Wednesday,15,3,1
HD011851,2026-01-03 07:48:58.707139,2026-01-03 18:19:03.744266,Finance,Réseau,Switch,Haute,TECH_01,Téléphone,10.5,Dépassé,3,Saturday,7,1,0
HD011852,2025-02-21 00:58:07.365640,2025-02-21 09:21:14.889108,Juridique,Réseau,Switch,Moyenne,TECH_06,Email,8.39,Dépassé,4,Friday,0,2,0
HD011853,2025-06-08 17:41:08.062517,2025-06-08 22:04:51.024356,IT,Messagerie,Outlook,Haute,TECH_02,Portail,4.4,Respecté,5,Sunday,17,6,1
HD011854,2025-11-25 23:38:20.639890,2025-11-26 09:54:28.283725,Finance,Messagerie,Outlook,Critique,TECH_05,Téléphone,10.27,Dépassé,3,Tuesday,23,11,0
HD011855,2025-12-09 02:23:48.771448,2025-12-09 16:59:53.024245,Juridique,Réseau,DNS,Haute,TECH_07,Email,14.6,Dépassé,2,Tuesday,2,12,0
HD011856,2025-06-16 11:31:32.495339,2025-06-16 18:14:22.789843,Production,Messagerie,Exchange,Faible,TECH_07,Téléphone,6.71,Respecté,4,Monday,11,6,1
HD011857,2025-04-16 05:27:43.675479,2025-04-16 09:54:42.198288,Juridique,Matériel,Écran,Moyenne,TECH_10,Téléphone,4.45,Respecté,5,Wednesday,5,4,1
HD011858,2025-06-13 12:10:24.642591,2025-06-14 00:35:18.584379,Juridique,Réseau,DNS,Moyenne,TECH_04,Portail,12.41,Dépassé,4,Friday,12,6,0
HD011859,2025-10-23 17:19:30.171637,2025-10-23 23:21:26.332705,IT,Réseau,WiFi,Faible,TECH_09,Téléphone,6.03,Respecté,3,Thursday,17,10,1
HD011860,2025-08-17 15:32:15.467587,2025-08-17 19:12:15.052536,IT,Messagerie,Outlook,Moyenne,TECH_07,Téléphone,3.67,Respecté,4,Sunday,15,8,1
HD011861,2025-10-25 06:04:54.143435,2025-10-25 22:22:04.913975,IT,Sécurité,Antivirus,Moyenne,TECH_08,Téléphone,16.29,Dépassé,1,Saturday,6,10,0
HD011862,2025-01-18 08:00:15.877896,2025-01-18 13:34:24.151629,Production,Logiciel,ERP,Faible,TECH_04,Portail,5.57,Respecté,5,Saturday,8,1,1
HD011863,2026-03-01 09:57:19.166412,2026-03-01 12:53:16.054403,Finance,Active Directory,Mot de passe,Faible,TECH_04,Email,2.93,Respecté,4,Sunday,9,3,1
HD011864,2026-03-13 06:15:37.061036,2026-03-13 08:43:52.715709,Production,Logiciel,Office,Haute,TECH_05,Téléphone,2.47,Respecté,5,Friday,6,3,1
HD011865,2026-05-09 20:51:11.580534,2026-05-10 07:36:55.981716,Finance,Sécurité,Phishing,Faible,TECH_06,Portail,10.76,Dépassé,3,Saturday,20,5,0
HD011866,2025-02-09 03:27:58.874933,2025-02-09 06:20:48.115564,Juridique,Matériel,Imprimante,Faible,TECH_02,Portail,2.88,Respecté,5,Sunday,3,2,1
HD011867,2026-02-03 17:26:33.254969,2026-02-03 20:09:24.380490,IT,Réseau,DNS,Moyenne,TECH_07,Email,2.71,Respecté,4,Tuesday,17,2,1
HD011868,2025-05-21 13:22:23.154637,2025-05-21 15:37:54.015342,Direction,Active Directory,Compte verrouillé,Haute,TECH_03,Téléphone,2.26,Respecté,4,Wednesday,13,5,1
HD011869,2026-03-12 11:20:52.875336,2026-03-12 21:13:22.391752,Production,Réseau,VPN,Faible,TECH_07,Portail,9.87,Dépassé,4,Thursday,11,3,0
HD011870,2026-05-19 23:25:53.267606,2026-05-20 06:08:36.342848,RH,Matériel,PC,Faible,TECH_05,Portail,6.71,Respecté,4,Tuesday,23,5,1
HD011871,2025-11-24 18:03:35.784851,2025-11-25 06:07:05.651691,Production,Réseau,Switch,Faible,TECH_06,Téléphone,12.06,Dépassé,2,Monday,18,11,0
HD011872,2025-06-05 07:51:29.490845,2025-06-05 11:13:25.192542,Juridique,Logiciel,ERP,Moyenne,TECH_04,Téléphone,3.37,Respecté,5,Thursday,7,6,1
HD011873,2025-02-25 05:20:52.721327,2025-02-25 23:13:56.979296,Achats,Réseau,WiFi,Critique,TECH_06,Téléphone,17.88,Dépassé,2,Tuesday,5,2,0
HD011874,2025-11-12 08:45:42.989146,2025-11-12 13:11:54.343554,Production,Messagerie,Exchange,Faible,TECH_10,Téléphone,4.44,Respecté,5,Wednesday,8,11,1
HD011875,2026-01-31 13:45:21.213707,2026-01-31 17:47:45.126893,Direction,Réseau,WiFi,Faible,TECH_06,Portail,4.04,Respecté,5,Saturday,13,1,1
HD011876,2025-12-31 10:56:28.181399,2025-12-31 13:48:27.967933,Finance,Active Directory,Compte verrouillé,Faible,TECH_04,Portail,2.87,Respecté,4,Wednesday,10,12,1
HD011877,2026-06-23 07:51:58.990615,2026-06-23 17:29:21.993290,IT,Réseau,WiFi,Faible,TECH_03,Téléphone,9.62,Dépassé,4,Tuesday,7,6,0
HD011878,2025-04-26 14:36:52.894691,2025-04-26 21:35:29.823591,Finance,Logiciel,ERP,Faible,TECH_08,Téléphone,6.98,Respecté,4,Saturday,14,4,1
HD011879,2025-06-25 23:29:11.641742,2025-06-26 07:35:45.909403,Finance,Réseau,WiFi,Moyenne,TECH_04,Téléphone,8.11,Dépassé,3,Wednesday,23,6,0
HD011880,2025-05-11 01:39:53.218443,2025-05-11 04:41:03.749832,Finance,Matériel,Imprimante,Haute,TECH_03,Email,3.02,Respecté,5,Sunday,1,5,1
HD011881,2025-02-10 04:18:32.828161,2025-02-10 14:20:36.756602,Production,Messagerie,Outlook,Critique,TECH_06,Portail,10.03,Dépassé,3,Monday,4,2,0
HD011882,2025-07-15 02:00:46.313412,2025-07-15 16:53:13.201604,IT,Réseau,VPN,Haute,TECH_08,Téléphone,14.87,Dépassé,2,Tuesday,2,7,0
HD011883,2026-03-17 19:06:22.681982,2026-03-17 21:30:37.648712,RH,Active Directory,Mot de passe,Moyenne,TECH_08,Portail,2.4,Respecté,5,Tuesday,19,3,1
HD011884,2025-08-07 13:03:13.076328,2025-08-07 17:25:24.117505,Finance,Messagerie,Outlook,Faible,TECH_03,Email,4.37,Respecté,4,Thursday,13,8,1
HD011885,2025-11-21 07:53:42.771286,2025-11-21 16:40:56.353902,Achats,Matériel,Imprimante,Faible,TECH_04,Portail,8.79,Dépassé,4,Friday,7,11,0
HD011886,2025-05-30 01:38:40.866934,2025-05-30 02:37:48.679720,IT,Logiciel,SAP,Faible,TECH_03,Email,0.99,Respecté,5,Friday,1,5,1
HD011887,2026-04-01 10:19:34.245809,2026-04-01 15:15:12.497935,Direction,Matériel,Imprimante,Moyenne,TECH_09,Téléphone,4.93,Respecté,4,Wednesday,10,4,1
HD011888,2025-09-01 08:19:27.112477,2025-09-01 11:56:58.509296,Finance,Active Directory,Compte verrouillé,Moyenne,TECH_03,Portail,3.63,Respecté,4,Monday,8,9,1
HD011889,2025-03-13 13:46:46.141453,2025-03-13 16:51:23.901601,Juridique,Logiciel,SAP,Faible,TECH_09,Téléphone,3.08,Respecté,4,Thursday,13,3,1
HD011890,2025-12-05 14:08:59.749157,2025-12-05 16:01:04.465678,Direction,Active Directory,Compte verrouillé,Moyenne,TECH_06,Portail,1.87,Respecté,5,Friday,14,12,1
HD011891,2026-02-10 23:11:22.117037,2026-02-11 08:50:42.357826,RH,Réseau,WiFi,Faible,TECH_10,Email,9.66,Dépassé,3,Tuesday,23,2,0
HD011892,2025-01-10 06:40:25.785330,2025-01-10 18:37:17.011615,Direction,Sécurité,Antivirus,Faible,TECH_10,Email,11.95,Dépassé,2,Friday,6,1,0
HD011893,2025-09-04 23:43:12.796193,2025-09-05 03:44:11.269949,Finance,Réseau,Switch,Faible,TECH_06,Email,4.02,Respecté,5,Thursday,23,9,1
HD011894,2025-03-16 19:42:32.466918,2025-03-16 21:50:38.603903,Production,Active Directory,Compte verrouillé,Moyenne,TECH_01,Téléphone,2.14,Respecté,4,Sunday,19,3,1
HD011895,2025-12-04 07:40:22.774550,2025-12-04 10:43:16.398637,IT,Logiciel,ERP,Haute,TECH_08,Portail,3.05,Respecté,5,Thursday,7,12,1
HD011896,2025-01-23 02:35:22.688616,2025-01-23 08:31:41.340210,RH,Sécurité,Phishing,Faible,TECH_10,Email,5.94,Respecté,4,Thursday,2,1,1
HD011897,2026-03-07 20:42:28.891506,2026-03-08 00:23:56.297296,RH,Active Directory,Compte verrouillé,Moyenne,TECH_07,Email,3.69,Respecté,4,Saturday,20,3,1
HD011898,2025-02-03 09:02:59.703428,2025-02-03 13:57:44.160611,RH,Active Directory,Mot de passe,Moyenne,TECH_06,Portail,4.91,Respecté,5,Monday,9,2,1
